Sentence,Sentiment
Tesco leads leap in FTSE 100; Marks & Spencer drops,positive
The bank sees a potential for Getinge share to rise .,positive
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",neutral
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive
AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",neutral
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",neutral
The business area 's net sales were slightly over 2m in 2006 .,neutral
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral
Retail giant Kingfisher reports 'solid' start to the year,positive
"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral
$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,positive
"The recovery of demand that started toward the end of 2009 , continued in January-March 2010 .",positive
- Counter your competitor 's strengths and target their weaknesses .,neutral
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",neutral
"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",positive
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral
CompaniesAB InBev signals it won't go hostile for SABMiller,positive
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,neutral
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",positive
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,neutral
"zip , '' experts warned Tuesday .",neutral
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",negative
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,neutral
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",neutral
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,positive
Standard Life share price: Insurer buys advice firm Pearson Jones,positive
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",positive
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",negative
The company also said that it will sell approximately 150 hectares of land to the city of Valkeakoski by the end of the year a part of its `` From job to job '' program .,neutral
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive
The changes in readership were not significant .,neutral
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",neutral
Borealis Infrastructure putting together new Severn Trent bid,positive
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral
5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,positive
"AUSTIN , Texas , Sept. 6 -- Texas Department Of Transportation awards contract for Teleste Video Compression and Distribution Equipment .",positive
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,neutral
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive
Also construction expenses have gone up in Russia .,negative
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",neutral
Aviva weighs cash handout after beating profit forecast,positive
"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",positive
long $AAPL,positive
The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,positive
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",negative
"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .",neutral
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,negative
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",neutral
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive
The fine print is here .,neutral
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral
"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",positive
Arena Partners Oy is a development company for electronic business .,neutral
Warren Buffett defends Berkshire Hathaway's conglomerate structure,positive
"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive
